obs,action,reward,next_obs,done
"[[-0.10429706424474716, 1.326789140701294, -0.6742357015609741, -0.3072867691516876, 0.19768397510051727, 0.3101424276828766, 0.0, 0.0]]",1,-3.0937936305999756,"[-0.11096058040857315, 1.3193116188049316, -0.6835709810256958, -0.3347230851650238, 0.21506908535957336, 0.34773367643356323, 0.0, 0.0]",False
"[[-0.11096058040857315, 1.3193116188049316, -0.6835709810256958, -0.3347230851650238, 0.21506908535957336, 0.34773367643356323, 0.0, 0.0]]",3,-1.175893783569336,"[-0.1175532341003418, 1.3112657070159912, -0.674543559551239, -0.3598899245262146, 0.2305511236190796, 0.30966871976852417, 0.0, 0.0]",False
"[[-0.1175532341003418, 1.3112657070159912, -0.674543559551239, -0.3598899245262146, 0.2305511236190796, 0.30966871976852417, 0.0, 0.0]]",2,-0.24828632175922394,"[-0.12424115836620331, 1.3042044639587402, -0.6846910715103149, -0.3164108395576477, 0.2467287927865982, 0.3235829472541809, 0.0, 0.0]",False
"[[-0.12424115836620331, 1.3042044639587402, -0.6846910715103149, -0.3164108395576477, 0.2467287927865982, 0.3235829472541809, 0.0, 0.0]]",2,-3.5589683055877686,"[-0.13130950927734375, 1.2977888584136963, -0.7219212055206299, -0.28773802518844604, 0.2621278762817383, 0.30800968408584595, 0.0, 0.0]",False
"[[-0.13130950927734375, 1.2977888584136963, -0.7219212055206299, -0.28773802518844604, 0.2621278762817383, 0.30800968408584595, 0.0, 0.0]]",3,-0.7942827939987183,"[-0.13830098509788513, 1.2908097505569458, -0.7121245265007019, -0.31256160140037537, 0.27543962001800537, 0.26625868678092957, 0.0, 0.0]",False
"[[-0.13830098509788513, 1.2908097505569458, -0.7121245265007019, -0.31256160140037537, 0.27543962001800537, 0.26625868678092957, 0.0, 0.0]]",2,-1.1115556955337524,"[-0.1454029083251953, 1.2844746112823486, -0.7236791849136353, -0.2841576933860779, 0.2893053889274597, 0.2773401141166687, 0.0, 0.0]",False
"[[-0.1454029083251953, 1.2844746112823486, -0.7236791849136353, -0.2841576933860779, 0.2893053889274597, 0.2773401141166687, 0.0, 0.0]]",3,-0.6596423387527466,"[-0.15243101119995117, 1.2775845527648926, -0.7142120003700256, -0.3085404634475708, 0.3010949194431305, 0.23581163585186005, 0.0, 0.0]",False
"[[-0.15243101119995117, 1.2775845527648926, -0.7142120003700256, -0.3085404634475708, 0.3010949194431305, 0.23581163585186005, 0.0, 0.0]]",0,-1.6195924282073975,"[-0.15945978462696075, 1.270095944404602, -0.7142389416694641, -0.3352222144603729, 0.31288373470306396, 0.2357969731092453, 0.0, 0.0]",False
"[[-0.15945978462696075, 1.270095944404602, -0.7142389416694641, -0.3352222144603729, 0.31288373470306396, 0.2357969731092453, 0.0, 0.0]]",3,-0.7516062259674072,"[-0.16643066704273224, 1.2620468139648438, -0.7068320512771606, -0.35987207293510437, 0.3230164349079132, 0.2026718556880951, 0.0, 0.0]",False
"[[-0.16643066704273224, 1.2620468139648438, -0.7068320512771606, -0.35987207293510437, 0.3230164349079132, 0.2026718556880951, 0.0, 0.0]]",0,-1.4985214471817017,"[-0.17339745163917542, 1.2533785104751587, -0.7063972353935242, -0.38745877146720886, 0.3331489861011505, 0.2026510238647461, 0.0, 0.0]",False
"[[-0.17339745163917542, 1.2533785104751587, -0.7063972353935242, -0.38745877146720886, 0.3331489861011505, 0.2026510238647461, 0.0, 0.0]]",3,-0.24870023131370544,"[-0.18027953803539276, 1.2441579103469849, -0.6956342458724976, -0.41154611110687256, 0.34092557430267334, 0.15553165972232819, 0.0, 0.0]",False
"[[-0.18027953803539276, 1.2441579103469849, -0.6956342458724976, -0.41154611110687256, 0.34092557430267334, 0.15553165972232819, 0.0, 0.0]]",1,-2.2413458824157715,"[-0.18722447752952576, 1.2343127727508545, -0.7035199403762817, -0.4397188723087311, 0.3503803610801697, 0.18909578025341034, 0.0, 0.0]",False
"[[-0.18722447752952576, 1.2343127727508545, -0.7035199403762817, -0.4397188723087311, 0.3503803610801697, 0.18909578025341034, 0.0, 0.0]]",1,-2.633397102355957,"[-0.1942458152770996, 1.2238271236419678, -0.7131237387657166, -0.4687454104423523, 0.36194735765457153, 0.23134076595306396, 0.0, 0.0]",False
"[[-0.1942458152770996, 1.2238271236419678, -0.7131237387657166, -0.4687454104423523, 0.36194735765457153, 0.23134076595306396, 0.0, 0.0]]",1,-2.6053974628448486,"[-0.20132899284362793, 1.2127116918563843, -0.720852792263031, -0.497244656085968, 0.3752066493034363, 0.2651854157447815, 0.0, 0.0]",False
"[[-0.20132899284362793, 1.2127116918563843, -0.720852792263031, -0.497244656085968, 0.3752066493034363, 0.2651854157447815, 0.0, 0.0]]",0,-1.8310307264328003,"[-0.20841273665428162, 1.200998306274414, -0.7208448052406311, -0.5239250063896179, 0.3884657621383667, 0.2651821970939636, 0.0, 0.0]",False
"[[-0.20841273665428162, 1.200998306274414, -0.7208448052406311, -0.5239250063896179, 0.3884657621383667, 0.2651821970939636, 0.0, 0.0]]",3,-0.5814544558525085,"[-0.21540889143943787, 1.1887319087982178, -0.7097498774528503, -0.5479769110679626, 0.3992939889431, 0.2165652960538864, 0.0, 0.0]",False
"[[-0.21540889143943787, 1.1887319087982178, -0.7097498774528503, -0.5479769110679626, 0.3992939889431, 0.2165652960538864, 0.0, 0.0]]",1,-2.9251585006713867,"[-0.22249241173267365, 1.1758123636245728, -0.7207471132278442, -0.5777480602264404, 0.41260701417922974, 0.26626044511795044, 0.0, 0.0]",False
"[[-0.22249241173267365, 1.1758123636245728, -0.7207471132278442, -0.5777480602264404, 0.41260701417922974, 0.26626044511795044, 0.0, 0.0]]",0,-1.8296959400177002,"[-0.22957658767700195, 1.162294864654541, -0.7207382917404175, -0.6044282913208008, 0.42591989040374756, 0.2662573456764221, 0.0, 0.0]",False
"[[-0.22957658767700195, 1.162294864654541, -0.7207382917404175, -0.6044282913208008, 0.42591989040374756, 0.2662573456764221, 0.0, 0.0]]",2,-0.6083448529243469,"[-0.23676590621471405, 1.149064540863037, -0.7318123579025269, -0.5919762849807739, 0.4399190843105316, 0.2799839675426483, 0.0, 0.0]",False
"[[-0.23676590621471405, 1.149064540863037, -0.7318123579025269, -0.5919762849807739, 0.4399190843105316, 0.2799839675426483, 0.0, 0.0]]",1,-2.770920515060425,"[-0.24401116371154785, 1.1351953744888306, -0.7388156652450562, -0.6209660768508911, 0.4555603563785553, 0.31282562017440796, 0.0, 0.0]",False
"[[-0.24401116371154785, 1.1351953744888306, -0.7388156652450562, -0.6209660768508911, 0.4555603563785553, 0.31282562017440796, 0.0, 0.0]]",2,-2.729501724243164,"[-0.25150007009506226, 1.1212376356124878, -0.762781023979187, -0.6249701380729675, 0.4708822965621948, 0.30643898248672485, 0.0, 0.0]",False
"[[-0.25150007009506226, 1.1212376356124878, -0.762781023979187, -0.6249701380729675, 0.4708822965621948, 0.30643898248672485, 0.0, 0.0]]",0,-1.992112398147583,"[-0.25898995995521545, 1.1066824197769165, -0.7627677321434021, -0.6516543626785278, 0.48620399832725525, 0.3064340651035309, 0.0, 0.0]",False
"[[-0.25898995995521545, 1.1066824197769165, -0.7627677321434021, -0.6516543626785278, 0.48620399832725525, 0.3064340651035309, 0.0, 0.0]]",0,-1.985044002532959,"[-0.26648077368736267, 1.091530203819275, -0.7627540826797485, -0.6783384680747986, 0.5015254616737366, 0.3064291179180145, 0.0, 0.0]",False
"[[-0.26648077368736267, 1.091530203819275, -0.7627540826797485, -0.6783384680747986, 0.5015254616737366, 0.3064291179180145, 0.0, 0.0]]",2,-1.0946557521820068,"[-0.2740657329559326, 1.0764765739440918, -0.7726328372955322, -0.6743000745773315, 0.5175004005432129, 0.3194989860057831, 0.0, 0.0]",False
"[[-0.2740657329559326, 1.0764765739440918, -0.7726328372955322, -0.6743000745773315, 0.5175004005432129, 0.3194989860057831, 0.0, 0.0]]",2,-2.9605932235717773,"[-0.28194624185562134, 1.0613713264465332, -0.8017511367797852, -0.6766367554664612, 0.5331226587295532, 0.3124452531337738, 0.0, 0.0]",False
"[[-0.28194624185562134, 1.0613713264465332, -0.8017511367797852, -0.6766367554664612, 0.5331226587295532, 0.3124452531337738, 0.0, 0.0]]",1,-3.084942579269409,"[-0.2898918688297272, 1.0456039905548096, -0.8099561929702759, -0.7069243788719177, 0.550854504108429, 0.35463693737983704, 0.0, 0.0]",False
"[[-0.2898918688297272, 1.0456039905548096, -0.8099561929702759, -0.7069243788719177, 0.550854504108429, 0.35463693737983704, 0.0, 0.0]]",0,-2.187319278717041,"[-0.2978389859199524, 1.029240608215332, -0.8099356889724731, -0.7336135506629944, 0.568585991859436, 0.354629248380661, 0.0, 0.0]",False
"[[-0.2978389859199524, 1.029240608215332, -0.8099356889724731, -0.7336135506629944, 0.568585991859436, 0.354629248380661, 0.0, 0.0]]",1,-3.5180413722991943,"[-0.305868536233902, 1.0122050046920776, -0.8202345967292786, -0.7646480798721313, 0.5889424681663513, 0.40712839365005493, 0.0, 0.0]",False
"[[-0.305868536233902, 1.0122050046920776, -0.8202345967292786, -0.7646480798721313, 0.5889424681663513, 0.40712839365005493, 0.0, 0.0]]",1,-3.7432494163513184,"[-0.31398066878318787, 0.9944997429847717, -0.8304189443588257, -0.7956477403640747, 0.6119018793106079, 0.45918798446655273, 0.0, 0.0]",False
"[[-0.31398066878318787, 0.9944997429847717, -0.8304189443588257, -0.7956477403640747, 0.6119018793106079, 0.45918798446655273, 0.0, 0.0]]",2,-3.018003225326538,"[-0.3224577307701111, 0.9770878553390503, -0.8667691349983215, -0.7829803228378296, 0.6350604891777039, 0.4631723463535309, 0.0, 0.0]",False
"[[-0.3224577307701111, 0.9770878553390503, -0.8667691349983215, -0.7829803228378296, 0.6350604891777039, 0.4631723463535309, 0.0, 0.0]]",1,-3.9169163703918457,"[-0.3310079574584961, 0.9590040445327759, -0.8757237195968628, -0.814148485660553, 0.6606687307357788, 0.5121647119522095, 0.0, 0.0]",False
"[[-0.3310079574584961, 0.9590040445327759, -0.8757237195968628, -0.814148485660553, 0.6606687307357788, 0.5121647119522095, 0.0, 0.0]]",2,-3.268197774887085,"[-0.33981332182884216, 0.9409568309783936, -0.9010469317436218, -0.8129837512969971, 0.6865481734275818, 0.5175894498825073, 0.0, 0.0]",False
"[[-0.33981332182884216, 0.9409568309783936, -0.9010469317436218, -0.8129837512969971, 0.6865481734275818, 0.5175894498825073, 0.0, 0.0]]",0,-2.946107864379883,"[-0.3486224114894867, 0.9223165512084961, -0.9009941816329956, -0.8396943211555481, 0.712426483631134, 0.5175656676292419, 0.0, 0.0]",False
"[[-0.3486224114894867, 0.9223165512084961, -0.9009941816329956, -0.8396943211555481, 0.712426483631134, 0.5175656676292419, 0.0, 0.0]]",1,-4.088364124298096,"[-0.35749906301498413, 0.9030079245567322, -0.9090367555618286, -0.8707894682884216, 0.7406131029129028, 0.5637326240539551, 0.0, 0.0]",False
"[[-0.35749906301498413, 0.9030079245567322, -0.9090367555618286, -0.8707894682884216, 0.7406131029129028, 0.5637326240539551, 0.0, 0.0]]",0,-3.165728807449341,"[-0.366380512714386, 0.8831071257591248, -0.9089702367782593, -0.8975058197975159, 0.7687981724739075, 0.5637017488479614, 0.0, 0.0]",False
"[[-0.366380512714386, 0.8831071257591248, -0.9089702367782593, -0.8975058197975159, 0.7687981724739075, 0.5637017488479614, 0.0, 0.0]]",0,-3.1658518314361572,"[-0.3752668499946594, 0.8626137375831604, -0.9089018106460571, -0.9242209196090698, 0.796981692314148, 0.5636709332466125, 0.0, 0.0]",False
"[[-0.3752668499946594, 0.8626137375831604, -0.9089018106460571, -0.9242209196090698, 0.796981692314148, 0.5636709332466125, 0.0, 0.0]]",2,-5.473238945007324,"[-0.3845880627632141, 0.8418169617652893, -0.9512936472892761, -0.9377068281173706, 0.8244118690490723, 0.5486034154891968, 0.0, 0.0]",False
"[[-0.3845880627632141, 0.8418169617652893, -0.9512936472892761, -0.9377068281173706, 0.8244118690490723, 0.5486034154891968, 0.0, 0.0]]",2,-5.9448771476745605,"[-0.39454787969589233, 0.8210687041282654, -1.0142357349395752, -0.9356248378753662, 0.8513022661209106, 0.5378082990646362, 0.0, 0.0]",False
"[[-0.39454787969589233, 0.8210687041282654, -1.0142357349395752, -0.9356248378753662, 0.8513022661209106, 0.5378082990646362, 0.0, 0.0]]",0,-3.0351486206054688,"[-0.40451255440711975, 0.7997267246246338, -1.0141680240631104, -0.962332010269165, 0.878191351890564, 0.5377815961837769, 0.0, 0.0]",False
"[[-0.40451255440711975, 0.7997267246246338, -1.0141680240631104, -0.962332010269165, 0.878191351890564, 0.5377815961837769, 0.0, 0.0]]",1,-4.287076473236084,"[-0.41454219818115234, 0.7776932716369629, -1.021770715713501, -0.9947783946990967, 0.9077278971672058, 0.5907306671142578, 0.0, 0.0]",False
"[[-0.41454219818115234, 0.7776932716369629, -1.021770715713501, -0.9947783946990967, 0.9077278971672058, 0.5907306671142578, 0.0, 0.0]]",2,-6.6111931800842285,"[-0.42537346482276917, 0.7560299038887024, -1.1012758016586304, -0.9787408709526062, 0.9373365640640259, 0.5921738743782043, 0.0, 0.0]",False
"[[-0.42537346482276917, 0.7560299038887024, -1.1012758016586304, -0.9787408709526062, 0.9373365640640259, 0.5921738743782043, 0.0, 0.0]]",1,-4.576586723327637,"[-0.4362688958644867, 0.7336754202842712, -1.1084868907928467, -1.011262059211731, 0.9695762395858765, 0.6447938680648804, 0.0, 0.0]",False
"[[-0.4362688958644867, 0.7336754202842712, -1.1084868907928467, -1.011262059211731, 0.9695762395858765, 0.6447938680648804, 0.0, 0.0]]",3,-2.6087169647216797,"[-0.4471253454685211, 0.7108250260353088, -1.1023873090744019, -1.032325029373169, 0.9993745684623718, 0.5959664583206177, 0.0, 0.0]",False
"[[-0.4471253454685211, 0.7108250260353088, -1.1023873090744019, -1.032325029373169, 0.9993745684623718, 0.5959664583206177, 0.0, 0.0]]",3,-2.251455545425415,"[-0.45794376730918884, 0.6875036954879761, -1.0962907075881958, -1.051890254020691, 1.0262523889541626, 0.5375564694404602, 0.0, 0.0]",False
"[[-0.45794376730918884, 0.6875036954879761, -1.0962907075881958, -1.051890254020691, 1.0262523889541626, 0.5375564694404602, 0.0, 0.0]]",0,-3.182774305343628,"[-0.4687677025794983, 0.6635872721672058, -1.0962135791778564, -1.0785890817642212, 1.0531288385391235, 0.537529706954956, 0.0, 0.0]",False
"[[-0.4687677025794983, 0.6635872721672058, -1.0962135791778564, -1.0785890817642212, 1.0531288385391235, 0.537529706954956, 0.0, 0.0]]",0,-3.2219340801239014,"[-0.47959718108177185, 0.6390755772590637, -1.0961352586746216, -1.1052863597869873, 1.0800039768218994, 0.5375028848648071, 0.0, 0.0]",False
"[[-0.47959718108177185, 0.6390755772590637, -1.0961352586746216, -1.1052863597869873, 1.0800039768218994, 0.5375028848648071, 0.0, 0.0]]",2,-5.233665943145752,"[-0.49082833528518677, 0.6143520474433899, -1.1357367038726807, -1.1150437593460083, 1.1070570945739746, 0.5410631895065308, 0.0, 0.0]",False
"[[-0.49082833528518677, 0.6143520474433899, -1.1357367038726807, -1.1150437593460083, 1.1070570945739746, 0.5410631895065308, 0.0, 0.0]]",1,-4.164816379547119,"[-0.5020974278450012, 0.5889565944671631, -1.1396849155426025, -1.146277904510498, 1.1360020637512207, 0.5788984298706055, 0.0, 0.0]",False
"[[-0.5020974278450012, 0.5889565944671631, -1.1396849155426025, -1.146277904510498, 1.1360020637512207, 0.5788984298706055, 0.0, 0.0]]",1,-4.35884428024292,"[-0.5133951902389526, 0.5628833770751953, -1.1425472497940063, -1.1778305768966675, 1.166857123374939, 0.6171018481254578, 0.0, 0.0]",False
"[[-0.5133951902389526, 0.5628833770751953, -1.1425472497940063, -1.1778305768966675, 1.166857123374939, 0.6171018481254578, 0.0, 0.0]]",1,-4.71419095993042,"[-0.5247295498847961, 0.536126434803009, -1.1461069583892822, -1.209795594215393, 1.1998264789581299, 0.6593862771987915, 0.0, 0.0]",False
"[[-0.5247295498847961, 0.536126434803009, -1.1461069583892822, -1.209795594215393, 1.1998264789581299, 0.6593862771987915, 0.0, 0.0]]",3,-3.0834388732910156,"[-0.5360440015792847, 0.5088978409767151, -1.1421329975128174, -1.2292262315750122, 1.2299565076828003, 0.6025999784469604, 0.0, 0.0]",False
"[[-0.5360440015792847, 0.5088978409767151, -1.1421329975128174, -1.2292262315750122, 1.2299565076828003, 0.6025999784469604, 0.0, 0.0]]",2,-7.830970764160156,"[-0.5479462146759033, 0.48116612434387207, -1.1998345851898193, -1.2513821125030518, 1.2594577074050903, 0.5900236368179321, 0.0, 0.0]",False
"[[-0.5479462146759033, 0.48116612434387207, -1.1998345851898193, -1.2513821125030518, 1.2594577074050903, 0.5900236368179321, 0.0, 0.0]]",3,-3.2154242992401123,"[-0.5598418116569519, 0.4529365003108978, -1.1977038383483887, -1.2722606658935547, 1.2867447137832642, 0.5457403659820557, 0.0, 0.0]",False
"[[-0.5598418116569519, 0.4529365003108978, -1.1977038383483887, -1.2722606658935547, 1.2867447137832642, 0.5457403659820557, 0.0, 0.0]]",2,-7.17698335647583,"[-0.5722047686576843, 0.42413508892059326, -1.2435766458511353, -1.297470211982727, 1.3135080337524414, 0.5352656841278076, 0.0, 0.0]",False
"[[-0.5722047686576843, 0.42413508892059326, -1.2435766458511353, -1.297470211982727, 1.3135080337524414, 0.5352656841278076, 0.0, 0.0]]",2,-9.56871223449707,"[-0.5854325294494629, 0.39494383335113525, -1.3292715549468994, -1.314664602279663, 1.3398778438568115, 0.5273969173431396, 0.0, 0.0]",False
"[[-0.5854325294494629, 0.39494383335113525, -1.3292715549468994, -1.314664602279663, 1.3398778438568115, 0.5273969173431396, 0.0, 0.0]]",0,-4.021164894104004,"[-0.5986663103103638, 0.36515459418296814, -1.3291866779327393, -1.3413453102111816, 1.3662464618682861, 0.5273717045783997, 0.0, 0.0]",False
"[[-0.5986663103103638, 0.36515459418296814, -1.3291866779327393, -1.3413453102111816, 1.3662464618682861, 0.5273717045783997, 0.0, 0.0]]",3,-3.2927727699279785,"[-0.6118860244750977, 0.3348780870437622, -1.3266212940216064, -1.3614128828048706, 1.3900699615478516, 0.47647008299827576, 0.0, 0.0]",False
"[[-0.6118860244750977, 0.3348780870437622, -1.3266212940216064, -1.3614128828048706, 1.3900699615478516, 0.47647008299827576, 0.0, 0.0]]",0,-4.055197715759277,"[-0.6251107454299927, 0.30400288105010986, -1.3265511989593506, -1.388088583946228, 1.4138925075531006, 0.47645145654678345, 0.0, 0.0]",False
"[[-0.6251107454299927, 0.30400288105010986, -1.3265511989593506, -1.388088583946228, 1.4138925075531006, 0.47645145654678345, 0.0, 0.0]]",3,-3.5323235988616943,"[-0.6383273005485535, 0.27261966466903687, -1.324887990951538, -1.409339427947998, 1.4356427192687988, 0.4350043833255768, 0.0, 0.0]",False
"[[-0.6383273005485535, 0.27261966466903687, -1.324887990951538, -1.409339427947998, 1.4356427192687988, 0.4350043833255768, 0.0, 0.0]]",3,-3.309340238571167,"[-0.651534914970398, 0.24075494706630707, -1.3232042789459229, -1.4289952516555786, 1.4547247886657715, 0.3816419541835785, 0.0, 0.0]",False
"[[-0.651534914970398, 0.24075494706630707, -1.3232042789459229, -1.4289952516555786, 1.4547247886657715, 0.3816419541835785, 0.0, 0.0]]",3,-3.2394165992736816,"[-0.6647335290908813, 0.20840536057949066, -1.3216766119003296, -1.4488260746002197, 1.4712084531784058, 0.3296726644039154, 0.0, 0.0]",False
"[[-0.6647335290908813, 0.20840536057949066, -1.3216766119003296, -1.4488260746002197, 1.4712084531784058, 0.3296726644039154, 0.0, 0.0]]",3,-3.000426769256592,"[-0.6779193878173828, 0.1755901426076889, -1.3198550939559937, -1.467489242553711, 1.4846501350402832, 0.2688344717025757, 0.0, 0.0]",False
"[[-0.6779193878173828, 0.1755901426076889, -1.3198550939559937, -1.467489242553711, 1.4846501350402832, 0.2688344717025757, 0.0, 0.0]]",0,-3.862356185913086,"[-0.6911067962646484, 0.14217525720596313, -1.319832444190979, -1.494157314300537, 1.498091697692871, 0.2688310444355011, 0.0, 0.0]",False
"[[-0.6911067962646484, 0.14217525720596313, -1.319832444190979, -1.494157314300537, 1.498091697692871, 0.2688310444355011, 0.0, 0.0]]",0,-4.046408653259277,"[-0.704295814037323, 0.10816055536270142, -1.3198096752166748, -1.5208251476287842, 1.5115331411361694, 0.26882773637771606, 0.0, 0.0]",False
"[[-0.704295814037323, 0.10816055536270142, -1.3198096752166748, -1.5208251476287842, 1.5115331411361694, 0.26882773637771606, 0.0, 0.0]]",1,-5.011012554168701,"[-0.717490553855896, 0.07344081997871399, -1.320310354232788, -1.5537621974945068, 1.5273422002792358, 0.31618037819862366, 0.0, 0.0]",False
"[[-0.717490553855896, 0.07344081997871399, -1.320310354232788, -1.5537621974945068, 1.5273422002792358, 0.31618037819862366, 0.0, 0.0]]",3,-3.7545785903930664,"[-0.7306774854660034, 0.03824809566140175, -1.3191813230514526, -1.5728576183319092, 1.540286660194397, 0.2588889002799988, 0.0, 0.0]",False
"[[-0.7306774854660034, 0.03824809566140175, -1.3191813230514526, -1.5728576183319092, 1.540286660194397, 0.2588889002799988, 0.0, 0.0]]",2,-1.0537199974060059,"[-0.7448737621307373, 0.002610514173284173, -1.4199613332748413, -1.592857837677002, 1.5535657405853271, 0.2655816674232483, 0.0, 1.0]",False
"[[-0.7448737621307373, 0.002610514173284173, -1.4199613332748413, -1.592857837677002, 1.5535657405853271, 0.2655816674232483, 0.0, 1.0]]",3,4.501855850219727,"[-0.7602947950363159, -0.01612049527466297, -1.4994620084762573, -1.049363613128662, 1.7963721752166748, 4.438057899475098, 0.0, 1.0]",False
"[[-0.7602947950363159, -0.01612049527466297, -1.4994620084762573, -1.049363613128662, 1.7963721752166748, 4.438057899475098, 0.0, 1.0]]",1,-100.0,"[0.005976200103759766, 1.4011898040771484, 0.6053099632263184, -0.4324743151664734, -0.0069181346334517, -0.137111634016037, 0.0, 0.0]",True
"[[0.005976200103759766, 1.4011898040771484, 0.6053099632263184, -0.4324743151664734, -0.0069181346334517, -0.137111634016037, 0.0, 0.0]]",0,-1.1046347618103027,"[0.011952591128647327, 1.390883445739746, 0.6044928431510925, -0.45811089873313904, -0.013693545013666153, -0.13552048802375793, 0.0, 0.0]",False
"[[0.011952591128647327, 1.390883445739746, 0.6044928431510925, -0.45811089873313904, -0.013693545013666153, -0.13552048802375793, 0.0, 0.0]]",2,1.380966305732727,"[0.018018245697021484, 1.381372094154358, 0.6130436658859253, -0.4227977395057678, -0.020097792148590088, -0.12809690833091736, 0.0, 0.0]",False
"[[0.018018245697021484, 1.381372094154358, 0.6130436658859253, -0.4227977395057678, -0.020097792148590088, -0.12809690833091736, 0.0, 0.0]]",3,-2.414332389831543,"[0.024176407605409622, 1.3712512254714966, 0.6246474981307983, -0.4499656856060028, -0.028827939182519913, -0.17461928725242615, 0.0, 0.0]",False
