obs,action,reward,next_obs,done
"[[0.3055116534233093, 0.8090360760688782, 0.9096122980117798, -0.955173909664154, -0.7862420082092285, -0.5157661437988281, 0.0, 0.0]]",0,-2.810920476913452,"[0.31442490220069885, 0.7872242331504822, 0.9095537066459656, -0.9818803668022156, -0.8120291233062744, -0.5157425403594971, 0.0, 0.0]",False
"[[0.31442490220069885, 0.7872242331504822, 0.9095537066459656, -0.9818803668022156, -0.8120291233062744, -0.5157425403594971, 0.0, 0.0]]",1,-1.99413001537323,"[0.3232974112033844, 0.7648840546607971, 0.9037572145462036, -1.0047545433044434, -0.835974931716919, -0.4789164066314697, 0.0, 0.0]",False
"[[0.3232974112033844, 0.7648840546607971, 0.9037572145462036, -1.0047545433044434, -0.835974931716919, -0.4789164066314697, 0.0, 0.0]]",2,-4.42795467376709,"[0.33276063203811646, 0.7427371740341187, 0.9623943567276001, -0.9964101910591125, -0.8599021434783936, -0.4785436987876892, 0.0, 0.0]",False
"[[0.33276063203811646, 0.7427371740341187, 0.9623943567276001, -0.9964101910591125, -0.8599021434783936, -0.4785436987876892, 0.0, 0.0]]",0,-2.6533641815185547,"[0.34222784638404846, 0.7199952006340027, 0.9623403549194336, -1.0231086015701294, -0.8838284015655518, -0.4785248637199402, 0.0, 0.0]",False
"[[0.34222784638404846, 0.7199952006340027, 0.9623403549194336, -1.0231086015701294, -0.8838284015655518, -0.4785248637199402, 0.0, 0.0]]",1,-1.910170316696167,"[0.35165899991989136, 0.6967211961746216, 0.9572049379348755, -1.0460928678512573, -0.9060247540473938, -0.4439273774623871, 0.0, 0.0]",False
"[[0.35165899991989136, 0.6967211961746216, 0.9572049379348755, -1.0460928678512573, -0.9060247540473938, -0.4439273774623871, 0.0, 0.0]]",2,-4.1147141456604,"[0.3616757392883301, 0.673736572265625, 1.0156620740890503, -1.0336874723434448, -0.9287080764770508, -0.4536658823490143, 0.0, 0.0]",False
"[[0.3616757392883301, 0.673736572265625, 1.0156620740890503, -1.0336874723434448, -0.9287080764770508, -0.4536658823490143, 0.0, 0.0]]",2,-5.888676166534424,"[0.3723030090332031, 0.6505458354949951, 1.075868010520935, -1.042673945426941, -0.9506710171699524, -0.43925872445106506, 0.0, 0.0]",False
"[[0.3723030090332031, 0.6505458354949951, 1.075868010520935, -1.042673945426941, -0.9506710171699524, -0.43925872445106506, 0.0, 0.0]]",1,-1.8117520809173584,"[0.3828987181186676, 0.626826822757721, 1.0713107585906982, -1.0653530359268188, -0.970876157283783, -0.40410321950912476, 0.0, 0.0]",False
"[[0.3828987181186676, 0.626826822757721, 1.0713107585906982, -1.0653530359268188, -0.970876157283783, -0.40410321950912476, 0.0, 0.0]]",3,-3.555325746536255,"[0.3935488760471344, 0.6024156212806702, 1.0777974128723145, -1.0976790189743042, -0.9935758709907532, -0.4539944529533386, 0.0, 0.0]",False
"[[0.3935488760471344, 0.6024156212806702, 1.0777974128723145, -1.0976790189743042, -0.9935758709907532, -0.4539944529533386, 0.0, 0.0]]",3,-3.619844913482666,"[0.4042416512966156, 0.5773288607597351, 1.0827277898788452, -1.1290656328201294, -1.0183048248291016, -0.4945800304412842, 0.0, 0.0]",False
"[[0.4042416512966156, 0.5773288607597351, 1.0827277898788452, -1.1290656328201294, -1.0183048248291016, -0.4945800304412842, 0.0, 0.0]]",3,-3.8228187561035156,"[0.4149704873561859, 0.5515625476837158, 1.086821436882019, -1.1606497764587402, -1.0450414419174194, -0.5347318053245544, 0.0, 0.0]",False
"[[0.4149704873561859, 0.5515625476837158, 1.086821436882019, -1.1606497764587402, -1.0450414419174194, -0.5347318053245544, 0.0, 0.0]]",2,-4.558772087097168,"[0.42600584030151367, 0.5255348682403564, 1.1169359683990479, -1.172623872756958, -1.0719679594039917, -0.5385314226150513, 0.0, 0.0]",False
"[[0.42600584030151367, 0.5255348682403564, 1.1169359683990479, -1.172623872756958, -1.0719679594039917, -0.5385314226150513, 0.0, 0.0]]",1,-2.3479785919189453,"[0.43700772523880005, 0.4990077018737793, 1.1118487119674683, -1.1936448812484741, -1.0965323448181152, -0.49128788709640503, 0.0, 0.0]",False
"[[0.43700772523880005, 0.4990077018737793, 1.1118487119674683, -1.1936448812484741, -1.0965323448181152, -0.49128788709640503, 0.0, 0.0]]",2,-5.433359622955322,"[0.44856396317481995, 0.47249072790145874, 1.1669673919677734, -1.1936745643615723, -1.121598482131958, -0.5013217926025391, 0.0, 0.0]",False
"[[0.44856396317481995, 0.47249072790145874, 1.1669673919677734, -1.1936745643615723, -1.121598482131958, -0.5013217926025391, 0.0, 0.0]]",2,-4.43026065826416,"[0.4604310095310211, 0.44584500789642334, 1.197753667831421, -1.2000062465667725, -1.1473476886749268, -0.514983057975769, 0.0, 0.0]",False
"[[0.4604310095310211, 0.44584500789642334, 1.197753667831421, -1.2000062465667725, -1.1473476886749268, -0.514983057975769, 0.0, 0.0]]",0,-3.488173723220825,"[0.4723033905029297, 0.41860294342041016, 1.1976779699325562, -1.2266963720321655, -1.173095703125, -0.5149596929550171, 0.0, 0.0]",False
"[[0.4723033905029297, 0.41860294342041016, 1.1976779699325562, -1.2266963720321655, -1.173095703125, -0.5149596929550171, 0.0, 0.0]]",2,-8.43739128112793,"[0.4849892556667328, 0.3911376893520355, 1.2782562971115112, -1.2365449666976929, -1.198456048965454, -0.5072067975997925, 0.0, 0.0]",False
"[[0.4849892556667328, 0.3911376893520355, 1.2782562971115112, -1.2365449666976929, -1.198456048965454, -0.5072067975997925, 0.0, 0.0]]",2,-6.061532020568848,"[0.4981168806552887, 0.36346280574798584, 1.3219608068466187, -1.246254324913025, -1.2241929769515991, -0.5147379040718079, 0.0, 0.0]",False
"[[0.4981168806552887, 0.36346280574798584, 1.3219608068466187, -1.246254324913025, -1.2241929769515991, -0.5147379040718079, 0.0, 0.0]]",3,-4.923764228820801,"[0.5112797617912292, 0.33507615327835083, 1.3257182836532593, -1.2797616720199585, -1.2526109218597412, -0.5683580040931702, 0.0, 0.0]",False
"[[0.5112797617912292, 0.33507615327835083, 1.3257182836532593, -1.2797616720199585, -1.2526109218597412, -0.5683580040931702, 0.0, 0.0]]",2,-6.589210033416748,"[0.5248211026191711, 0.306334525346756, 1.3628487586975098, -1.295818567276001, -1.2811967134475708, -0.5717154741287231, 0.0, 0.0]",False
"[[0.5248211026191711, 0.306334525346756, 1.3628487586975098, -1.295818567276001, -1.2811967134475708, -0.5717154741287231, 0.0, 0.0]]",3,-5.505641460418701,"[0.5383949279785156, 0.2768770158290863, 1.3660157918930054, -1.3295830488204956, -1.3125271797180176, -0.6266127228736877, 0.0, 0.0]",False
"[[0.5383949279785156, 0.2768770158290863, 1.3660157918930054, -1.3295830488204956, -1.3125271797180176, -0.6266127228736877, 0.0, 0.0]]",0,-4.918595314025879,"[0.5519771575927734, 0.24682289361953735, 1.3658969402313232, -1.3562718629837036, -1.3438557386398315, -0.6265703439712524, 0.0, 0.0]",False
"[[0.5519771575927734, 0.24682289361953735, 1.3658969402313232, -1.3562718629837036, -1.3438557386398315, -0.6265703439712524, 0.0, 0.0]]",0,-5.096147537231445,"[0.5655679702758789, 0.21617160737514496, 1.3657768964767456, -1.382958173751831, -1.3751821517944336, -0.6265280246734619, 0.0, 0.0]",False
"[[0.5655679702758789, 0.21617160737514496, 1.3657768964767456, -1.382958173751831, -1.3751821517944336, -0.6265280246734619, 0.0, 0.0]]",3,-5.982898712158203,"[0.579177737236023, 0.18483474850654602, 1.3670415878295898, -1.4148883819580078, -1.408502459526062, -0.6664064526557922, 0.0, 0.0]",False
"[[0.579177737236023, 0.18483474850654602, 1.3670415878295898, -1.4148883819580078, -1.408502459526062, -0.6664064526557922, 0.0, 0.0]]",0,-5.6741509437561035,"[0.5927972793579102, 0.15290023386478424, 1.3669040203094482, -1.441571593284607, -1.4418202638626099, -0.6663554906845093, 0.0, 0.0]",False
"[[0.5927972793579102, 0.15290023386478424, 1.3669040203094482, -1.441571593284607, -1.4418202638626099, -0.6663554906845093, 0.0, 0.0]]",1,5.0580525398254395,"[0.6064211130142212, 0.12050464749336243, 1.3659120798110962, -1.4600903987884521, -1.4720591306686401, -0.604778528213501, 1.0, 0.0]",False
"[[0.6064211130142212, 0.12050464749336243, 1.3659120798110962, -1.4600903987884521, -1.4720591306686401, -0.604778528213501, 1.0, 0.0]]",1,-5.228606224060059,"[0.6200855374336243, 0.08788877725601196, 1.3646295070648193, -1.4759308099746704, -1.5053143501281738, -0.6517469882965088, 1.0, 0.0]",False
"[[0.6200855374336243, 0.08788877725601196, 1.3646295070648193, -1.4759308099746704, -1.5053143501281738, -0.6517469882965088, 1.0, 0.0]]",3,-100.0,"[0.0028709410689771175, 1.4199657440185547, 0.2907841205596924, 0.4020274877548218, -0.003319953102618456, -0.06586690247058868, 0.0, 0.0]",True
"[[0.0028709410689771175, 1.4199657440185547, 0.2907841205596924, 0.4020274877548218, -0.003319953102618456, -0.06586690247058868, 0.0, 0.0]]",0,0.9104183316230774,"[0.005742073059082031, 1.4284330606460571, 0.29039105772972107, 0.376315712928772, -0.006574615836143494, -0.06509818136692047, 0.0, 0.0]",False
"[[0.005742073059082031, 1.4284330606460571, 0.29039105772972107, 0.376315712928772, -0.006574615836143494, -0.06509818136692047, 0.0, 0.0]]",1,1.8144532442092896,"[0.0085303308442235, 1.4362969398498535, 0.2800188362598419, 0.3494980037212372, -0.007745868060737848, -0.02342693693935871, 0.0, 0.0]",False
"[[0.0085303308442235, 1.4362969398498535, 0.2800188362598419, 0.3494980037212372, -0.007745868060737848, -0.02342693693935871, 0.0, 0.0]]",3,0.5459463000297546,"[0.011380386538803577, 1.4435497522354126, 0.28775158524513245, 0.32232731580734253, -0.010469455271959305, -0.05447719246149063, 0.0, 0.0]",False
"[[0.011380386538803577, 1.4435497522354126, 0.28775158524513245, 0.32232731580734253, -0.010469455271959305, -0.05447719246149063, 0.0, 0.0]]",3,-0.06822846829891205,"[0.014320659451186657, 1.4502108097076416, 0.29907092452049255, 0.29600799083709717, -0.01545813400298357, -0.09978261590003967, 0.0, 0.0]",False
"[[0.014320659451186657, 1.4502108097076416, 0.29907092452049255, 0.29600799083709717, -0.01545813400298357, -0.09978261590003967, 0.0, 0.0]]",2,-2.027657985687256,"[0.017281245440244675, 1.4570040702819824, 0.3010346293449402, 0.30186426639556885, -0.020385175943374634, -0.09854989498853683, 0.0, 0.0]",False
"[[0.017281245440244675, 1.4570040702819824, 0.3010346293449402, 0.30186426639556885, -0.020385175943374634, -0.09854989498853683, 0.0, 0.0]]",3,-0.10118001699447632,"[0.020308876410126686, 1.463200569152832, 0.309451162815094, 0.2752922773361206, -0.026995480060577393, -0.1322183758020401, 0.0, 0.0]",False
"[[0.020308876410126686, 1.463200569152832, 0.309451162815094, 0.2752922773361206, -0.026995480060577393, -0.1322183758020401, 0.0, 0.0]]",0,0.49596062302589417,"[0.02333669736981392, 1.4687976837158203, 0.30947133898735046, 0.24862350523471832, -0.03360399231314659, -0.1321827471256256, 0.0, 0.0]",False
"[[0.02333669736981392, 1.4687976837158203, 0.30947133898735046, 0.24862350523471832, -0.03360399231314659, -0.1321827471256256, 0.0, 0.0]]",2,-3.213818311691284,"[0.02655944786965847, 1.474503517150879, 0.32809630036354065, 0.25345495343208313, -0.03936165198683739, -0.11516360938549042, 0.0, 0.0]",False
"[[0.02655944786965847, 1.474503517150879, 0.32809630036354065, 0.25345495343208313, -0.03936165198683739, -0.11516360938549042, 0.0, 0.0]]",3,-0.6440935134887695,"[0.029868507757782936, 1.479604959487915, 0.3389260470867157, 0.22649691998958588, -0.04728938639163971, -0.15856924653053284, 0.0, 0.0]",False
"[[0.029868507757782936, 1.479604959487915, 0.3389260470867157, 0.22649691998958588, -0.04728938639163971, -0.15856924653053284, 0.0, 0.0]]",0,0.16760295629501343,"[0.033177949488162994, 1.484107255935669, 0.33894985914230347, 0.19982634484767914, -0.05521460250020027, -0.15851904451847076, 0.0, 0.0]",False
"[[0.033177949488162994, 1.484107255935669, 0.33894985914230347, 0.19982634484767914, -0.05521460250020027, -0.15851904451847076, 0.0, 0.0]]",2,-2.8026275634765625,"[0.03661222383379936, 1.4887217283248901, 0.35096070170402527, 0.20479339361190796, -0.0626738965511322, -0.14919942617416382, 0.0, 0.0]",False
"[[0.03661222383379936, 1.4887217283248901, 0.35096070170402527, 0.20479339361190796, -0.0626738965511322, -0.14919942617416382, 0.0, 0.0]]",2,-2.622889995574951,"[0.04010152816772461, 1.4936107397079468, 0.3563743829727173, 0.2169586569070816, -0.0700460746884346, -0.14745710790157318, 0.0, 0.0]",False
"[[0.04010152816772461, 1.4936107397079468, 0.3563743829727173, 0.2169586569070816, -0.0700460746884346, -0.14745710790157318, 0.0, 0.0]]",2,-1.1307815313339233,"[0.043450068682432175, 1.4987531900405884, 0.3431532382965088, 0.22814519703388214, -0.07826823741197586, -0.16445839405059814, 0.0, 0.0]",False
"[[0.043450068682432175, 1.4987531900405884, 0.3431532382965088, 0.22814519703388214, -0.07826823741197586, -0.16445839405059814, 0.0, 0.0]]",3,-0.9876290559768677,"[0.04688119888305664, 1.5032929182052612, 0.35347622632980347, 0.20119091868400574, -0.08855437487363815, -0.20574116706848145, 0.0, 0.0]",False
"[[0.04688119888305664, 1.5032929182052612, 0.35347622632980347, 0.20119091868400574, -0.08855437487363815, -0.20574116706848145, 0.0, 0.0]]",1,0.9741289019584656,"[0.050223540514707565, 1.5072486400604248, 0.34231263399124146, 0.17531929910182953, -0.0965772345662117, -0.16047163307666779, 0.0, 0.0]",False
"[[0.050223540514707565, 1.5072486400604248, 0.34231263399124146, 0.17531929910182953, -0.0965772345662117, -0.16047163307666779, 0.0, 0.0]]",3,-1.2856906652450562,"[0.05365638807415962, 1.5105955600738525, 0.3536498248577118, 0.14805109798908234, -0.1068788543343544, -0.20605094730854034, 0.0, 0.0]",False
